query-id	corpus-id	score
中国共享经济发展年度报告（2019）_25.png-2	中国共享经济发展年度报告（2019）_25.png	1
中国工商银行股份有限公司2023年度报告_295.png-1	中国工商银行股份有限公司2023年度报告_295.png	1
中国工商银行股份有限公司2023年度报告_378.png-2	中国工商银行股份有限公司2023年度报告_378.png	1
2022第一季度中国货币政策执行报告_29.png-1	2022第一季度中国货币政策执行报告_29.png	1
国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_multipage_66-67.png-1	国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_66.png	1
国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_multipage_66-67.png-1	国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_67.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_75.png-3	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_75.png	1
中国工商银行股份有限公司2023年度报告_250.png-2	中国工商银行股份有限公司2023年度报告_250.png	1
2020年中国金融行业数字化发展专题洞察_24.png-3	2020年中国金融行业数字化发展专题洞察_24.png	1
食品饮料行业深度报告：精选经营向上、份额提升、估值低位，具备长期投资价值的酒企_14.png-1	食品饮料行业深度报告：精选经营向上、份额提升、估值低位，具备长期投资价值的酒企_14.png	1
52fd4a323d97356a463959671794e900699baae5_211.png-3	52fd4a323d97356a463959671794e900699baae5_211.png	1
中国证券投资基金业协会：《声音》2024年第11期专题征文之十：基金投顾费率机制优化探讨（二）_12.png-2	中国证券投资基金业协会：《声音》2024年第11期专题征文之十：基金投顾费率机制优化探讨（二）_12.png	1
810d8681429537dbf20a437a6dbf08e34c1ece27_354.png-2	810d8681429537dbf20a437a6dbf08e34c1ece27_354.png	1
中国金融稳定报告2017_150.png-1	中国金融稳定报告2017_150.png	1
中国金融学会绿色金融专业委员会：2023年绿色金融创新研究报告-重点成果_90.png-2	中国金融学会绿色金融专业委员会：2023年绿色金融创新研究报告-重点成果_90.png	1
清华五道口：2024双碳目标下绿色转型股票指数报告_39.png-1	清华五道口：2024双碳目标下绿色转型股票指数报告_39.png	1
中国货币政策执行报告2022年第一季度_13.png-1	中国货币政策执行报告2022年第一季度_13.png	1
金地集团年报点评：业绩承压，尽力应对标债压力_1.png-3	金地集团年报点评：业绩承压，尽力应对标债压力_1.png	1
中国银行股份有限公司2024年上半年理财业务情况报告_2.png-2	中国银行股份有限公司2024年上半年理财业务情况报告_2.png	1
【看新股】港股IPO透视：前11月募资792亿港元 过半数新股上市首日上涨 - 中国金融信息网_6.png-2	【看新股】港股IPO透视：前11月募资792亿港元 过半数新股上市首日上涨 - 中国金融信息网_6.png	1
德勤：2024年亚太私募股权年鉴报告_31.png-3	德勤：2024年亚太私募股权年鉴报告_31.png	1
中证指数：2020全球上市中国股票概览_18.png-2	中证指数：2020全球上市中国股票概览_18.png	1
金杜律师事务所：2024年私募与基金热点问题解读及实务分析报告II_218.png-2	金杜律师事务所：2024年私募与基金热点问题解读及实务分析报告II_218.png	1
中国数字经济发展与就业白皮书+（2018年）_40.png-2	中国数字经济发展与就业白皮书+（2018年）_40.png	1
【看新股】创业板IPO透视：前11月募资201.74亿元 诺瓦星云、壹连科技募资规模居前 - 中国金融信息网_3.png-3	【看新股】创业板IPO透视：前11月募资201.74亿元 诺瓦星云、壹连科技募资规模居前 - 中国金融信息网_3.png	1
财经2023第03期_35.png-1	财经2023第03期_35.png	1
财经2023第04期_88.png-2	财经2023第04期_88.png	1
DeFi：代码驱动未来新金融__DeFi行业研究半年报（2020）_7.png-1	DeFi：代码驱动未来新金融__DeFi行业研究半年报（2020）_7.png	1
天风证券：券商行业2025年年度策略：政策大利好不断，券商板块静待进攻_17.png-1	天风证券：券商行业2025年年度策略：政策大利好不断，券商板块静待进攻_17.png	1
中国共享经济发展年度报告（2019）_27.png-1	中国共享经济发展年度报告（2019）_27.png	1
74家公司本月公布派息预案 合计拟分红超230亿元 _ 东方财富网_1.png-3	74家公司本月公布派息预案 合计拟分红超230亿元 _ 东方财富网_1.png	1
【看新股】创业板IPO透视：前11月募资201.74亿元 诺瓦星云、壹连科技募资规模居前 - 中国金融信息网_4.png-3	【看新股】创业板IPO透视：前11月募资201.74亿元 诺瓦星云、壹连科技募资规模居前 - 中国金融信息网_4.png	1
【宏观洞见】1月金融数据解读：金融数据开门红，实体融资需求改善 - 中国金融信息网_2.png-1	【宏观洞见】1月金融数据解读：金融数据开门红，实体融资需求改善 - 中国金融信息网_2.png	1
中国银行业数字金融生态平台最新实践报告（2020）_13.png-2	中国银行业数字金融生态平台最新实践报告（2020）_13.png	1
东吴证券：保险行业2025年投资策略：资负共振，长期可期_30.png-1	东吴证券：保险行业2025年投资策略：资负共振，长期可期_30.png	1
中证指数：2020全球上市中国股票概览_6.png-3	中证指数：2020全球上市中国股票概览_6.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_139.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_139.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_62.png-2	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_62.png	1
周期、重构、起航-2018年中国新经济创投白皮书_183.png-3	周期、重构、起航-2018年中国新经济创投白皮书_183.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_76.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_76.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_43.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_43.png	1
52fd4a323d97356a463959671794e900699baae5_246.png-2	52fd4a323d97356a463959671794e900699baae5_246.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_106.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_106.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_160.png-2	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_160.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_191.png-1	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_191.png	1
810d8681429537dbf20a437a6dbf08e34c1ece27_513.png-2	810d8681429537dbf20a437a6dbf08e34c1ece27_513.png	1
国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_205.png-2	国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_205.png	1
810d8681429537dbf20a437a6dbf08e34c1ece27_433.png-2	810d8681429537dbf20a437a6dbf08e34c1ece27_433.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_107.png-2	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_107.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_107.png-3	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_107.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_79.png-1	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_79.png	1
周期、重构、起航-2018年中国新经济创投白皮书_145.png-2	周期、重构、起航-2018年中国新经济创投白皮书_145.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_131.png-3	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_131.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_171.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_171.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_116.png-1	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_116.png	1
中国金融稳定报告2016_190.png-2	中国金融稳定报告2016_190.png	1
午评：沪指窄幅震荡涨0.1% 大消费板块继续走强 - 中国金融信息网_1.png-3	午评：沪指窄幅震荡涨0.1% 大消费板块继续走强 - 中国金融信息网_1.png	1
中国金融科技专题分析2020_36.png-2	中国金融科技专题分析2020_36.png	1
思看科技(杭州)股份有限公司科创板IPO上市招股说明书_249.png-1	思看科技(杭州)股份有限公司科创板IPO上市招股说明书_249.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_22.png-3	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_22.png	1
中国工商银行股份有限公司2023年度报告_349.png-2	中国工商银行股份有限公司2023年度报告_349.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_153.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_153.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_153.png-3	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_153.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_80.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_80.png	1
中国工商银行股份有限公司2023年度报告_322.png-3	中国工商银行股份有限公司2023年度报告_322.png	1
思看科技(杭州)股份有限公司科创板IPO上市招股说明书_19.png-3	思看科技(杭州)股份有限公司科创板IPO上市招股说明书_19.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_70.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_70.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_160.png-1	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_160.png	1
中国工商银行股份有限公司2023年度报告_86.png-2	中国工商银行股份有限公司2023年度报告_86.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_multipage_149-150.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_149.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_multipage_149-150.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_150.png	1
810d8681429537dbf20a437a6dbf08e34c1ece27_417.png-2	810d8681429537dbf20a437a6dbf08e34c1ece27_417.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_175.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_175.png	1
山西证券：信用策略系列报告四：一文读懂融资租赁债_38.png-2	山西证券：信用策略系列报告四：一文读懂融资租赁债_38.png	1
思看科技(杭州)股份有限公司科创板IPO上市招股说明书_333.png-2	思看科技(杭州)股份有限公司科创板IPO上市招股说明书_333.png	1
中国银行股份有限公司2024年半年度报告_131.png-3	中国银行股份有限公司2024年半年度报告_131.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_51.png-3	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_51.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_150.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_150.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_150.png-3	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_150.png	1
《宏观观察》2023年第28期：我国跨境资本流动新态势、展望及影响_5.png-1	《宏观观察》2023年第28期：我国跨境资本流动新态势、展望及影响_5.png	1
周期、重构、起航-2018年中国新经济创投白皮书_24.png-2	周期、重构、起航-2018年中国新经济创投白皮书_24.png	1
周期、重构、起航-2018年中国新经济创投白皮书_78.png-3	周期、重构、起航-2018年中国新经济创投白皮书_78.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_22.png-1	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_22.png	1
中国工商银行股份有限公司2023年度报告_26.png-1	中国工商银行股份有限公司2023年度报告_26.png	1
明月镜片年报点评：大单品增长亮眼，营销投放趋于谨慎_1.png-3	明月镜片年报点评：大单品增长亮眼，营销投放趋于谨慎_1.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_170.png-1	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_170.png	1
周期、重构、起航-2018年中国新经济创投白皮书_21.png-3	周期、重构、起航-2018年中国新经济创投白皮书_21.png	1
中银日积月累-乐享天天(美元版)_3.png-3	中银日积月累-乐享天天(美元版)_3.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_189.png-2	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_189.png	1
第一财经2023年1-2期_151.png-3	第一财经2023年1-2期_151.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_152.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_152.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_40.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_40.png	1
810d8681429537dbf20a437a6dbf08e34c1ece27_425.png-1	810d8681429537dbf20a437a6dbf08e34c1ece27_425.png	1
中国金融学会绿色金融专业委员会：2023年绿色金融创新研究报告-重点成果_90.png-3	中国金融学会绿色金融专业委员会：2023年绿色金融创新研究报告-重点成果_90.png	1
思看科技(杭州)股份有限公司科创板IPO上市招股说明书_56.png-3	思看科技(杭州)股份有限公司科创板IPO上市招股说明书_56.png	1
52fd4a323d97356a463959671794e900699baae5_217.png-2	52fd4a323d97356a463959671794e900699baae5_217.png	1
周期、重构、起航-2018年中国新经济创投白皮书_10.png-3	周期、重构、起航-2018年中国新经济创投白皮书_10.png	1
810d8681429537dbf20a437a6dbf08e34c1ece27_93.png-2	810d8681429537dbf20a437a6dbf08e34c1ece27_93.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_72.png-1	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_72.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_105.png-2	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_105.png	1
810d8681429537dbf20a437a6dbf08e34c1ece27_461.png-3	810d8681429537dbf20a437a6dbf08e34c1ece27_461.png	1
中国工商银行股份有限公司2023年度报告_288.png-1	中国工商银行股份有限公司2023年度报告_288.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_10.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_10.png	1
52fd4a323d97356a463959671794e900699baae5_178.png-3	52fd4a323d97356a463959671794e900699baae5_178.png	1
中国工商银行股份有限公司2023年度报告_16.png-3	中国工商银行股份有限公司2023年度报告_16.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_147.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_147.png	1
新华财经晚报：11月份国民经济延续回升态势 - 中国金融信息网_3.png-3	新华财经晚报：11月份国民经济延续回升态势 - 中国金融信息网_3.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_118.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_118.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_183.png-2	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_183.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_113.png-3	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_113.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_110.png-2	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_110.png	1
财经2023第02期_11.png-3	财经2023第02期_11.png	1
国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_153.png-3	国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_153.png	1
中国金融稳定报告2017_145.png-1	中国金融稳定报告2017_145.png	1
11463b6562c6ba2afde67a29bca314452ea9a2e0_143.png-3	11463b6562c6ba2afde67a29bca314452ea9a2e0_143.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_118.png-2	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_118.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_47.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_47.png	1
国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_248.png-3	国家低空经济融创中心：中国上市及新三板挂牌公司低空经济发展报告（2024）_248.png	1
思看科技(杭州)股份有限公司科创板IPO上市招股说明书_302.png-3	思看科技(杭州)股份有限公司科创板IPO上市招股说明书_302.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_160.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_160.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_49.png-3	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_49.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_148.png-3	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_148.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_61.png-2	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_61.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_171.png-1	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_171.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_171.png-3	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_171.png	1
2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_192.png-2	2021-04-16__德尔未来科技控股集团股份有限公司__002631__德尔未来__2020年__年度报告_192.png	1
2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_120.png-2	2021-04-16__四川明星电力股份有限公司__600101__明星电力__2020年__年度报告_120.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_107.png-2	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_107.png	1
2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_8.png-1	2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告_8.png	1
麦肯锡全球银行业年度报告_38.png-2	麦肯锡全球银行业年度报告_38.png	1
